"URL","Page Type","Primary Intent","Commercial Intent Score","Search Intent Score","Topical Completeness Score","Direct Answer Score","EEAT Score","Local Relevance Score","Conversion Score","Internal Link Score","Metadata Score","Schema Score","Mobile Score","Accessibility Score","Originality Score","Decision Usefulness Score","Truthfulness Score","Total Score","Improvement Potential","Business Priority","Known Issue","Recommended Action","Selected For Upgrade","Evidence Notes"
"/cities/desoto","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in DeSoto"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/duncanville","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Duncanville"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/euless","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Euless"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/flower-mound","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Flower Mound"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/fort-worth","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Fort Worth"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=56, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/frisco","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Frisco"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=56, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/garland","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Garland"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=56, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/grand-prairie","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Grand Prairie"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/grapevine","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Grapevine"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/hurst","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Hurst"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/irving","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Irving"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=56, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/keller","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Keller"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/lewisville","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Lewisville"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/mansfield","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Mansfield"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/mckinney","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in McKinney"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=56, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/mesquite","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Mesquite"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/plano","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Plano"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=56, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/richardson","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Richardson"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/rockwall","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Rockwall"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/rowlett","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Rowlett"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/southlake","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Southlake"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/the-colony","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in The Colony"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/wylie","High-priority city page","Local provider request","8","8","8","9","7","9","8","10","8","10","8","8","7","8","9","125","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""Emergency plumbing help in Wylie"", schemas=Organization|WebPage|BreadcrumbList|FAQPage, faqCount=8, links=54, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/arlington/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Arlington , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/arlington/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in Arlington , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/dallas/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Dallas , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/dallas/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","10","9","9","9","8","10","8","10","8","8","8","9","9","131","High","High","High-value page had useful basics but needed deeper decision support, E-E-A-T, FAQs, and related-resource routing.","Selected and upgraded in Day 2 Session 1.","yes","Built HTML evidence: h1=""emergency drain cleaning in Dallas , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/fort-worth/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Fort Worth , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/fort-worth/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in Fort Worth , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/frisco/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Frisco , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/frisco/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in Frisco , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/garland/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Garland , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/garland/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in Garland , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/irving/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Irving , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/irving/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in Irving , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/mckinney/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in McKinney , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/mckinney/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in McKinney , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/plano/24-hour-emergency-plumber","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""24-hour emergency plumber in Plano , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/cities/plano/emergency-drain-cleaning","Service-plus-city page","Local service provider request","8","8","7","9","7","9","8","10","8","10","8","8","7","8","9","124","Medium","Medium","Template local copy is truthful but would benefit from owner-verified local proof later.","Defer broad local proof additions until owner supplies verified details.","no","Built HTML evidence: h1=""emergency drain cleaning in Plano , TX"", schemas=Organization|WebPage|Service|BreadcrumbList|FAQPage, faqCount=8, links=40, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
"/contact","Contact or conversion landing page","Service request conversion","9","8","6","9","8","7","8","8","8","10","8","8","8","8","9","122","High, owner configuration dependent","Medium-high","Lead storage remains placeholder-only until owner approves CRM, webhook, or email handling.","Preserve current page and revisit after conversion tracking and owner configuration.","no","Built HTML evidence: h1=""Request urgent plumbing help"", schemas=Organization|WebPage|BreadcrumbList, faqCount=0, links=29, form=yes, callEvent=yes, tel=no; placeholder phone routes CTA to /contact. Search Console data: NOT AVAILABLE IN REPOSITORY."
